data,campanha_id,campanha_nome,canal,objetivo,dispositivo,segmento_publico,investimento,impressoes,cliques,ctr,conversoes,receita,cpc,cpa,roas
2025-04-07,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,50.19,3773,45,0.0119,1,96.19,1.12,50.19,1.92
2025-04-07,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,108.41,10291,133,0.0129,3,678.53,0.82,36.14,6.26
2025-04-07,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Remarketing,43.47,684,17,0.0249,0,0.0,2.56,,0.0
2025-04-07,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Remarketing,153.86,11441,135,0.0118,5,1344.56,1.14,30.77,8.74
2025-04-08,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,87.32,587,18,0.0307,1,0.0,4.85,87.32,0.0
2025-04-08,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,50.21,394,12,0.0305,0,0.0,4.18,,0.0
2025-04-08,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,34.34,3278,29,0.0088,1,270.49,1.18,34.34,7.88
2025-04-08,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,123.55,9827,104,0.0106,3,463.4,1.19,41.18,3.75
2025-04-08,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Interesses,41.85,1183,23,0.0194,0,0.0,1.82,,0.0
2025-04-08,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Busca ativa,134.24,8772,101,0.0115,3,847.32,1.33,44.75,6.31
2025-04-09,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,80.55,846,16,0.0189,1,0.0,5.03,80.55,0.0
2025-04-09,C002,Google Search - Genérico,Google Ads,leads,Desktop,Geral,56.53,301,9,0.0299,0,0.0,6.28,,0.0
2025-04-09,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,40.39,4653,42,0.009,1,96.47,0.96,40.39,2.39
2025-04-09,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,84.7,8079,84,0.0104,2,472.47,1.01,42.35,5.58
2025-04-09,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,42.11,1081,26,0.0241,0,0.0,1.62,,0.0
2025-04-09,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,138.82,7795,86,0.011,4,953.93,1.61,34.7,6.87
2025-04-10,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,55.79,816,15,0.0184,1,0.0,3.72,55.79,0.0
2025-04-10,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,49.06,379,12,0.0317,0,0.0,4.09,,0.0
2025-04-10,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,47.53,5223,41,0.0078,1,172.04,1.16,47.53,3.62
2025-04-10,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,129.5,10209,112,0.011,2,266.47,1.16,64.75,2.06
2025-04-10,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Lookalike,46.13,1085,29,0.0267,0,0.0,1.59,,0.0
2025-04-10,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Remarketing,117.08,7275,90,0.0124,4,699.64,1.3,29.27,5.98
2025-04-11,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,85.36,836,20,0.0239,1,0.0,4.27,85.36,0.0
2025-04-11,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,48.14,434,10,0.023,1,0.0,4.81,48.14,0.0
2025-04-11,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,55.7,5907,49,0.0083,2,414.98,1.14,27.85,7.45
2025-04-11,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,107.6,6068,70,0.0115,3,443.36,1.54,35.87,4.12
2025-04-11,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,41.31,737,20,0.0271,0,0.0,2.07,,0.0
2025-04-11,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,154.51,11343,113,0.01,5,1372.7,1.37,30.9,8.88
2025-04-12,C001,Google Search - Marca,Google Ads,leads,Desktop,Interesses,72.84,568,15,0.0264,1,0.0,4.86,72.84,0.0
2025-04-12,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,29.64,205,6,0.0293,0,0.0,4.94,,0.0
2025-04-12,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,40.64,2645,28,0.0106,1,141.01,1.45,40.64,3.47
2025-04-12,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,71.71,8271,71,0.0086,3,542.19,1.01,23.9,7.56
2025-04-12,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,38.41,1131,25,0.0221,0,0.0,1.54,,0.0
2025-04-12,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Remarketing,102.75,6840,87,0.0127,3,496.36,1.18,34.25,4.83
2025-04-13,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,65.82,743,16,0.0215,1,0.0,4.11,65.82,0.0
2025-04-13,C002,Google Search - Genérico,Google Ads,leads,Tablet,Interesses,40.55,283,8,0.0283,1,0.0,5.07,40.55,0.0
2025-04-13,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Busca ativa,36.18,5099,35,0.0069,1,145.42,1.03,36.18,4.02
2025-04-13,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,84.46,6355,51,0.008,1,132.66,1.66,84.46,1.57
2025-04-13,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,29.22,668,16,0.024,0,0.0,1.83,,0.0
2025-04-13,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,88.75,6163,71,0.0115,2,472.59,1.25,44.38,5.32
2025-04-14,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,82.56,919,22,0.0239,1,0.0,3.75,82.56,0.0
2025-04-14,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,29.32,262,7,0.0267,0,0.0,4.19,,0.0
2025-04-14,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Busca ativa,43.58,5162,47,0.0091,1,206.07,0.93,43.58,4.73
2025-04-14,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,117.12,8901,103,0.0116,5,683.77,1.14,23.42,5.84
2025-04-14,C005,Google Display - Tráfego,Google Ads,trafego,Tablet,Interesses,43.65,961,19,0.0198,0,0.0,2.3,,0.0
2025-04-14,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,128.8,9542,118,0.0124,2,336.99,1.09,64.4,2.62
2025-04-15,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,79.62,561,15,0.0267,1,0.0,5.31,79.62,0.0
2025-04-15,C002,Google Search - Genérico,Google Ads,leads,Desktop,Geral,61.33,592,17,0.0287,1,0.0,3.61,61.33,0.0
2025-04-15,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,53.64,8063,57,0.0071,2,276.89,0.94,26.82,5.16
2025-04-15,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,114.81,11492,108,0.0094,4,656.8,1.06,28.7,5.72
2025-04-15,C005,Google Display - Tráfego,Google Ads,trafego,Tablet,Geral,41.73,1124,25,0.0222,0,0.0,1.67,,0.0
2025-04-15,C006,Meta - Lançamento Produto,Meta Ads,vendas,Tablet,Geral,99.76,4822,68,0.0141,2,450.64,1.47,49.88,4.52
2025-04-16,C001,Google Search - Marca,Google Ads,leads,Desktop,Interesses,92.94,1222,29,0.0237,2,0.0,3.2,46.47,0.0
2025-04-16,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,47.69,511,10,0.0196,1,0.0,4.77,47.69,0.0
2025-04-16,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,50.23,5701,43,0.0075,1,235.32,1.17,50.23,4.68
2025-04-16,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,91.07,15161,128,0.0084,5,825.36,0.71,18.21,9.06
2025-04-16,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Busca ativa,42.68,837,20,0.0239,0,0.0,2.13,,0.0
2025-04-16,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,117.26,8053,83,0.0103,2,336.07,1.41,58.63,2.87
2025-04-17,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,93.37,1012,29,0.0287,2,0.0,3.22,46.68,0.0
2025-04-17,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,50.78,468,10,0.0214,1,0.0,5.08,50.78,0.0
2025-04-17,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,58.26,5584,44,0.0079,1,146.49,1.32,58.26,2.51
2025-04-17,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,98.11,8650,71,0.0082,2,320.47,1.38,49.06,3.27
2025-04-17,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,42.39,625,20,0.032,0,0.0,2.12,,0.0
2025-04-17,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Busca ativa,159.83,14926,138,0.0092,3,692.15,1.16,53.28,4.33
2025-04-18,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,58.19,748,17,0.0227,1,0.0,3.42,58.19,0.0
2025-04-18,C002,Google Search - Genérico,Google Ads,leads,Mobile,Remarketing,48.66,402,12,0.0299,1,0.0,4.06,48.66,0.0
2025-04-18,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,60.57,7492,64,0.0085,2,145.69,0.95,30.28,2.41
2025-04-18,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,105.19,10719,116,0.0108,4,673.02,0.91,26.3,6.4
2025-04-18,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Interesses,49.34,1633,42,0.0257,0,0.0,1.17,,0.0
2025-04-18,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,128.76,8471,93,0.011,3,479.04,1.38,42.92,3.72
2025-04-19,C001,Google Search - Marca,Google Ads,leads,Tablet,Remarketing,89.1,1257,26,0.0207,2,0.0,3.43,44.55,0.0
2025-04-19,C002,Google Search - Genérico,Google Ads,leads,Desktop,Busca ativa,39.63,317,8,0.0252,1,0.0,4.95,39.63,0.0
2025-04-19,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,41.0,3294,33,0.01,1,73.02,1.24,41.0,1.78
2025-04-19,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Lookalike,62.9,4355,53,0.0122,2,233.26,1.19,31.45,3.71
2025-04-19,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Busca ativa,33.15,701,17,0.0243,0,0.0,1.95,,0.0
2025-04-19,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Interesses,63.67,4355,46,0.0106,1,298.85,1.38,63.67,4.69
2025-04-20,C001,Google Search - Marca,Google Ads,leads,Desktop,Geral,71.3,677,12,0.0177,0,0.0,5.94,,0.0
2025-04-20,C002,Google Search - Genérico,Google Ads,leads,Desktop,Geral,48.19,363,13,0.0358,1,0.0,3.71,48.19,0.0
2025-04-20,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Geral,40.24,3807,35,0.0092,1,207.38,1.15,40.24,5.15
2025-04-20,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,73.3,6032,66,0.0109,2,366.67,1.11,36.65,5.0
2025-04-20,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Lookalike,38.37,1461,41,0.0281,0,0.0,0.94,,0.0
2025-04-20,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,101.08,7382,78,0.0106,1,164.55,1.3,101.08,1.63
2025-04-21,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,84.65,658,16,0.0243,1,0.0,5.29,84.65,0.0
2025-04-21,C002,Google Search - Genérico,Google Ads,leads,Mobile,Remarketing,53.97,503,13,0.0258,1,0.0,4.15,53.97,0.0
2025-04-21,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,49.43,5317,38,0.0071,1,220.88,1.3,49.43,4.47
2025-04-21,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,80.74,8160,82,0.01,2,214.63,0.98,40.37,2.66
2025-04-21,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Lookalike,49.76,1180,25,0.0212,0,0.0,1.99,,0.0
2025-04-21,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Interesses,139.27,9781,106,0.0108,3,894.22,1.31,46.42,6.42
2025-04-22,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,109.51,1326,28,0.0211,2,0.0,3.91,54.76,0.0
2025-04-22,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,46.8,297,9,0.0303,1,0.0,5.2,46.8,0.0
2025-04-22,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,28.92,2932,32,0.0109,1,90.71,0.9,28.92,3.14
2025-04-22,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Interesses,86.34,8603,83,0.0096,3,472.41,1.04,28.78,5.47
2025-04-22,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Lookalike,53.74,1198,25,0.0209,0,0.0,2.15,,0.0
2025-04-22,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,160.58,15233,156,0.0102,5,1050.07,1.03,32.12,6.54
2025-04-23,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,98.18,1314,33,0.0251,1,0.0,2.98,98.18,0.0
2025-04-23,C002,Google Search - Genérico,Google Ads,leads,Mobile,Remarketing,52.49,608,14,0.023,0,0.0,3.75,,0.0
2025-04-23,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,62.92,5522,50,0.0091,2,422.77,1.26,31.46,6.72
2025-04-23,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,88.05,6965,73,0.0105,2,455.75,1.21,44.02,5.18
2025-04-23,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Busca ativa,51.05,1430,35,0.0245,0,0.0,1.46,,0.0
2025-04-23,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Geral,181.28,19695,142,0.0072,5,1059.94,1.28,36.26,5.85
2025-04-24,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,98.15,1392,26,0.0187,2,0.0,3.78,49.08,0.0
2025-04-24,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,51.59,1305,28,0.0215,2,0.0,1.84,25.8,0.0
2025-04-24,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,62.33,8443,76,0.009,3,702.36,0.82,20.78,11.27
2025-04-24,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,102.93,10669,82,0.0077,3,592.61,1.26,34.31,5.76
2025-04-24,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Lookalike,43.9,1266,25,0.0197,0,0.0,1.76,,0.0
2025-04-24,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Interesses,143.08,10827,120,0.0111,4,726.16,1.19,35.77,5.08
2025-04-25,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,83.47,651,14,0.0215,1,0.0,5.96,83.47,0.0
2025-04-25,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,58.79,563,18,0.032,1,0.0,3.27,58.79,0.0
2025-04-25,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,62.45,4561,34,0.0075,1,166.22,1.84,62.45,2.66
2025-04-25,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,66.97,6468,75,0.0116,2,216.84,0.89,33.48,3.24
2025-04-25,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Lookalike,48.38,1392,27,0.0194,0,0.0,1.79,,0.0
2025-04-25,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,200.45,17252,195,0.0113,4,864.46,1.03,50.11,4.31
2025-04-26,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,73.73,837,18,0.0215,1,0.0,4.1,73.73,0.0
2025-04-26,C002,Google Search - Genérico,Google Ads,leads,Desktop,Geral,51.87,503,12,0.0239,1,0.0,4.32,51.87,0.0
2025-04-26,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,35.88,8569,67,0.0078,2,315.61,0.54,17.94,8.8
2025-04-26,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,61.92,5139,57,0.0111,1,116.05,1.09,61.92,1.87
2025-04-26,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Busca ativa,29.22,669,15,0.0224,0,0.0,1.95,,0.0
2025-04-26,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,119.49,7554,91,0.012,2,612.87,1.31,59.74,5.13
2025-04-27,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,43.86,222,7,0.0315,0,0.0,6.27,,0.0
2025-04-27,C002,Google Search - Genérico,Google Ads,leads,Desktop,Busca ativa,42.02,314,10,0.0318,1,0.0,4.2,42.02,0.0
2025-04-27,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,49.75,4167,39,0.0094,1,241.6,1.28,49.75,4.86
2025-04-27,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,79.02,6698,76,0.0113,2,436.97,1.04,39.51,5.53
2025-04-27,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Interesses,32.4,848,14,0.0165,0,0.0,2.31,,0.0
2025-04-27,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,126.74,7320,88,0.012,2,435.92,1.44,63.37,3.44
2025-04-28,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,87.49,1057,20,0.0189,1,0.0,4.37,87.49,0.0
2025-04-28,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,72.92,505,15,0.0297,1,0.0,4.86,72.92,0.0
2025-04-28,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Lookalike,60.07,5924,47,0.0079,2,561.09,1.28,30.04,9.34
2025-04-28,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Remarketing,105.75,7826,101,0.0129,3,335.7,1.05,35.25,3.17
2025-04-28,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Lookalike,33.82,723,20,0.0277,0,0.0,1.69,,0.0
2025-04-28,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,131.98,14437,186,0.0129,5,922.74,0.71,26.4,6.99
2025-04-29,C001,Google Search - Marca,Google Ads,leads,Mobile,Interesses,70.7,473,14,0.0296,1,0.0,5.05,70.7,0.0
2025-04-29,C002,Google Search - Genérico,Google Ads,leads,Mobile,Interesses,62.14,461,12,0.026,0,0.0,5.18,,0.0
2025-04-29,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Interesses,66.82,5441,45,0.0083,1,203.25,1.48,66.82,3.04
2025-04-29,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,101.39,8650,86,0.0099,3,464.83,1.18,33.8,4.58
2025-04-29,C005,Google Display - Tráfego,Google Ads,trafego,Mobile,Geral,40.88,1091,26,0.0238,0,0.0,1.57,,0.0
2025-04-29,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,144.04,20072,146,0.0073,5,1186.26,0.99,28.81,8.24
2025-04-30,C001,Google Search - Marca,Google Ads,leads,Mobile,Remarketing,99.16,1474,34,0.0231,2,0.0,2.92,49.58,0.0
2025-04-30,C002,Google Search - Genérico,Google Ads,leads,Desktop,Lookalike,43.17,299,9,0.0301,1,0.0,4.8,43.17,0.0
2025-04-30,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,68.95,5924,56,0.0095,1,110.14,1.23,68.95,1.6
2025-04-30,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Interesses,76.4,5243,61,0.0116,3,537.7,1.25,25.47,7.04
2025-04-30,C005,Google Display - Tráfego,Google Ads,trafego,Desktop,Remarketing,36.33,1111,27,0.0243,0,0.0,1.35,,0.0
2025-04-30,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,137.99,17588,163,0.0093,4,1017.23,0.85,34.5,7.37
2025-05-01,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,88.03,803,15,0.0187,1,0.0,5.87,88.03,0.0
2025-05-01,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,57.67,386,13,0.0337,0,0.0,4.44,,0.0
2025-05-01,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Remarketing,52.56,3713,43,0.0116,2,454.45,1.22,26.28,8.65
2025-05-01,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,77.87,7798,67,0.0086,1,162.51,1.16,77.87,2.09
2025-05-01,C006,Meta - Lançamento Produto,Meta Ads,vendas,Desktop,Geral,126.48,6610,76,0.0115,2,381.18,1.66,63.24,3.01
2025-05-02,C001,Google Search - Marca,Google Ads,leads,Desktop,Interesses,92.34,801,17,0.0212,1,0.0,5.43,92.34,0.0
2025-05-02,C002,Google Search - Genérico,Google Ads,leads,Desktop,Remarketing,64.05,500,13,0.026,1,0.0,4.93,64.05,0.0
2025-05-02,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Tablet,Geral,69.59,10645,60,0.0056,2,433.06,1.16,34.8,6.22
2025-05-02,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,94.97,7013,71,0.0101,2,296.8,1.34,47.48,3.13
2025-05-02,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,154.53,11141,118,0.0106,3,745.94,1.31,51.51,4.83
2025-05-03,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,58.01,639,14,0.0219,0,0.0,4.14,,0.0
2025-05-03,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,39.95,396,8,0.0202,1,0.0,4.99,39.95,0.0
2025-05-03,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Lookalike,38.4,2770,25,0.009,1,207.97,1.54,38.4,5.42
2025-05-03,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,67.87,5711,50,0.0088,2,253.23,1.36,33.94,3.73
2025-05-03,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,91.73,7210,99,0.0137,4,377.43,0.93,22.93,4.11
2025-05-04,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,61.46,1134,28,0.0247,2,0.0,2.19,30.73,0.0
2025-05-04,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,45.78,564,12,0.0213,1,0.0,3.82,45.78,0.0
2025-05-04,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Interesses,44.23,8844,48,0.0054,1,194.58,0.92,44.23,4.4
2025-05-04,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Geral,53.27,3112,35,0.0112,1,223.96,1.52,53.27,4.2
2025-05-04,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,92.94,7518,105,0.014,3,704.78,0.89,30.98,7.58
2025-05-05,C001,Google Search - Marca,Google Ads,leads,Mobile,Lookalike,70.89,562,13,0.0231,1,0.0,5.45,70.89,0.0
2025-05-05,C002,Google Search - Genérico,Google Ads,leads,Desktop,Lookalike,64.87,680,19,0.0279,1,0.0,3.41,64.87,0.0
2025-05-05,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,70.9,9717,74,0.0076,2,587.87,0.96,35.45,8.29
2025-05-05,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Busca ativa,75.1,6580,66,0.01,2,327.92,1.14,37.55,4.37
2025-05-05,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,146.86,12793,132,0.0103,5,622.39,1.11,29.37,4.24
2025-05-06,C001,Google Search - Marca,Google Ads,leads,Desktop,Busca ativa,85.52,669,16,0.0239,1,0.0,5.34,85.52,0.0
2025-05-06,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,74.9,658,16,0.0243,1,0.0,4.68,74.9,0.0
2025-05-06,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,67.11,8785,61,0.0069,2,260.94,1.1,33.56,3.89
2025-05-06,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Lookalike,83.63,5116,51,0.01,2,231.83,1.64,41.82,2.77
2025-05-06,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Lookalike,156.85,18049,167,0.0093,4,892.56,0.94,39.21,5.69
2025-05-07,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,81.37,821,20,0.0244,2,0.0,4.07,40.68,0.0
2025-05-07,C002,Google Search - Genérico,Google Ads,leads,Mobile,Busca ativa,62.67,392,10,0.0255,1,0.0,6.27,62.67,0.0
2025-05-07,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Busca ativa,71.23,12667,64,0.0051,2,297.09,1.11,35.62,4.17
2025-05-07,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Mobile,Busca ativa,77.25,5659,76,0.0134,2,190.73,1.02,38.62,2.47
2025-05-07,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Geral,121.48,14648,127,0.0087,4,742.23,0.96,30.37,6.11
2025-05-08,C001,Google Search - Marca,Google Ads,leads,Mobile,Geral,90.43,848,21,0.0248,1,0.0,4.31,90.43,0.0
2025-05-08,C002,Google Search - Genérico,Google Ads,leads,Mobile,Lookalike,44.59,584,15,0.0257,1,0.0,2.97,44.59,0.0
2025-05-08,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Desktop,Remarketing,56.75,5635,50,0.0089,1,156.73,1.14,56.75,2.76
2025-05-08,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Geral,84.35,6089,63,0.0103,2,251.64,1.34,42.18,2.98
2025-05-08,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Remarketing,127.94,8660,85,0.0098,3,621.26,1.51,42.65,4.86
2025-05-09,C001,Google Search - Marca,Google Ads,leads,Mobile,Busca ativa,75.58,1681,31,0.0184,1,0.0,2.44,75.58,0.0
2025-05-09,C002,Google Search - Genérico,Google Ads,leads,Desktop,Geral,61.19,1095,22,0.0201,0,0.0,2.78,,0.0
2025-05-09,C003,Meta - Remarketing Vendas,Meta Ads,vendas,Mobile,Geral,43.59,3468,32,0.0092,1,91.76,1.36,43.59,2.11
2025-05-09,C004,Meta - Prospecção Vendas,Meta Ads,vendas,Desktop,Interesses,77.17,10103,79,0.0078,3,527.47,0.98,25.72,6.84
2025-05-09,C006,Meta - Lançamento Produto,Meta Ads,vendas,Mobile,Busca ativa,155.97,11334,134,0.0118,3,604.04,1.16,51.99,3.87
2025-05-10,C001,Google Search - Marca,Google Ads,leads,Desktop,Lookalike,61.32,799,17,0.0213,1,0.0,3.61,61.32,0.0
2025-05-10,C002,Google Search - Genérico,Google Ads,leads,Mobile,Geral,45.48,274,8,0.0292,0,0.0,5.68,,0.0
